SEANCE,C_GR_RLC,CODE_VAL,LIB_VAL,COURS_REF,COURS_VEILLE,OUVERTURE,DERNIER_COURS,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRAN,CAPITAUX,I
11/04/18,11,644001,MAGASIN,GENERAL,"41,96","41,99","41,96","41,96","41,96","41,96","41,96",1,1,"41,96"
11/04/18,11,100010,MONOPRIX,12,12,12,12,12,12,12,370,6,4440,
11/04/18,11,762001,MPBS,"3,11","3,11","3,11","3,1","3,1","3,06","3,11",6691,23,"20615,31",
11/04/18,11,761001,SAH,"14,26","14,26","14,21","14,25","14,25","13,84","14,25",8979,46,"125662,81",
11/04/18,11,110025,SFBT,23,23,23,23,23,"22,9","23,3",17266,75,"396694,54",
11/04/18,11,659001,SIAME,"2,49","2,42","2,49","2,5","2,5","2,49","2,5",26185,43,"65327,2",
11/04/18,11,400005,SIMPAR,38,"37,1",38,38,38,38,38,50,1,1900,
11/04/18,11,718001,SITS,"2,3","2,3",0,0,"2,3",0,0,0,0,,
11/04/18,11,678001,SOMOCER,"1,2","1,2","1,18","1,2","1,2","1,17","1,21",18963,36,"22535,04",
11/04/18,11,729001,SOPAT,",62",",62",",61",",62",",62",",61",",62",2849,8,"1739,89",
11/04/18,11,653001,SOTETEL,"2,65","2,61","2,65","2,65","2,65","2,6","2,65",156,3,"405,9",
11/04/18,11,763001,SOTIPAPIER,"3,58","3,58","3,58","3,66","3,66","3,58","3,66",7497,22,"26936,07",
11/04/18,11,666001,SOTRAPIL,"14,39","14,39",0,0,"14,39",0,0,0,0,,
11/04/18,11,658001,SOTUMAG,"2,03","2,03","2,04","2,05","2,05",2,"2,05",676,13,"1375,24",
11/04/18,11,656001,SOTUVER,"5,57","5,58","5,57","5,57","5,57","5,54","5,57",5690,17,"31691,19",
11/04/18,11,606001,STAR,"81,99","81,99","81,9","83,5","83,5","81,9","83,5",224,8,"18367,92",
11/04/18,11,260095,STB,"4,1","4,1","4,15","4,05","4,05","3,98","4,17",29488,23,"118236,43",
11/04/18,11,744001,TELNET,HOLDING,"8,5","8,54","8,5","8,43","8,43","8,25","8,5",6913,55,"57716,91"
11/04/18,11,727001,TPR,"3,85","3,9","3,85","3,82","3,82","3,82","3,92",1482,11,"5779,96",
11/04/18,11,738001,TUNIS,RE,"8,19","8,19","8,19","8,18","8,18","8,04","8,19",610,6,"4939,9"
11/04/18,11,120040,TUNISAIR,",45",",45",",47",",47",",47",",47",",47",155993,44,"73316,71",+
11/04/18,11,210090,TUNISIE,LEASING,"15,63","15,63","15,59","15,99","15,99","15,59","15,99",3083,17,"48454,2"
11/04/18,11,769001,UADH,"2,1","2,1","2,18","2,16","2,16","2,05","2,18",9430,38,"19427,86",
11/04/18,11,390010,UIB,"26,13","25,83","26,13","25,9","25,9","25,66","26,13",9180,39,237763,
11/04/18,11,772001,UNIMED,"9,27","9,55","9,27","9,54","9,54","9,27","9,54",1309,29,"12152,93",+
11/04/18,12,230035,AIR,LIQUDE,TSIE,"80,1","80,1",0,0,"80,1",0,0,0,0
11/04/18,12,380070,ALKIMIA,"37,56","37,56",0,0,"37,56",0,0,0,0,,
11/04/18,12,655001,ASSURANCES,SALIM,"30,88","30,88",0,0,"30,88",0,0,0,0,
11/04/18,12,300045,ASTREE,"35,02","35,02",0,0,"35,02",0,0,0,0,,
11/04/18,12,758001,BEST,LEASE,"2,04","2,04",0,0,"2,04",0,0,0,0,
11/04/18,12,130055,BTE,(ADP),"15,74","15,74","15,98","15,98","15,98","15,98","15,98",10,1,"159,8"
11/04/18,12,330090,ELBENE,INDUSTRIE,"2,91","2,91",0,0,"2,78",0,0,0,0,-
11/04/18,12,320075,ICF,34,"33,99",34,34,34,34,34,200,1,6800,
11/04/18,12,672004,MODERN,LEASING,"3,7","3,7",0,0,"3,7",0,0,0,0,
11/04/18,12,250065,PLAC.,TSIE-SICAF,"41,09","41,09","42,32","42,32","42,32","42,32","42,32",51,1,"2158,32"
11/04/18,12,667001,SIPHAT,"4,64","4,64","4,64","4,64","4,64","4,64","4,64",182,1,"844,48",
11/04/18,12,664001,STEQ,"7,31","7,31",0,0,"7,31",0,0,0,0,,
11/04/18,12,410020,TUNINVEST-SICAR,"6,2","6,2",0,0,"6,2",0,0,0,0,,
11/04/18,12,240050,UBCI,"22,98","22,98",0,0,"22,98",0,0,0,0,,
11/04/18,13,430030,SITEX,"5,61","5,61",0,0,"5,61",0,0,0,0,,
11/04/18,32,340020,AB,DA,1/27,"1,75",",9",0,0,"1,75",0,0,0,0
11/04/18,32,340051,AB,DA1/24,01082016,"1,22",1,0,0,"1,22",0,0,0,0
11/04/18,32,340027,ABDA,1/14,11122007,"2,85",2,0,0,"2,85",0,0,0,0
11/04/18,32,725006,ADWA,DA1/12,311215,",59",",58",0,0,",59",0,0,0,0
11/04/18,32,725005,ADWYA,DA1/5,040814,"1,59","1,2",0,0,"1,59",0,0,0,0
11/04/18,32,725007,ADWYA,DA1/8,071116,",76",",01",0,0,",76",0,0,0,0
11/04/18,32,380071,ALKIM,DA,"7,01",4,0,0,"7,01",0,0,0,0,
11/04/18,32,380072,ALKIM,DA,04,"6,37",5,0,0,"6,37",0,0,0,0
11/04/18,32,230041,ALQ,DA1/10,7/09/04,"25,19",35,0,0,"25,19",0,0,0,0
11/04/18,32,230043,ALQ,DA1/12,070906,"17,28",30,0,0,"17,28",0,0,0,0
11/04/18,32,230039,ALQ,DA1/6,(160902),"53,24",70,0,0,"53,24",0,0,0,0
11/04/18,32,230042,ALQDA1/12,06/09/05,"18,66",45,0,0,"18,66",0,0,0,0,
11/04/18,32,150092,AMS,DA,1/50,",03",",01",0,0,",03",0,0,0,0
11/04/18,32,730002,ARTES,DA1/4,230712,"2,87",",2",0,0,"2,87",0,0,0,0
11/04/18,32,714004,ASSAD,DA1/4,150609,"3,15",",01",0,0,"3,15",0,0,0,0
11/04/18,32,714003,ASSDA1/9(01/07/05),"1,73","1,3",0,0,"1,73",0,0,0,0,,
11/04/18,32,360043,ATBDA1/7,09/11/05,",9",",01",0,0,",9",0,0,0,0,
11/04/18,32,661014,ATTIJARI,LS,ROMPU,"6,72","6,72",0,0,"6,72",0,0,0,0
11/04/18,32,190071,BH,DA1/25,14022000,"1,54",",9",0,0,"1,54",0,0,0,0
11/04/18,32,190077,BHDA,1/15,28052007,"2,52",",01",0,0,"2,52",0,0,0,0
11/04/18,32,180046,BIAT,DA32,4/60,"11,5",6,0,0,"11,5",0,0,0,0
11/04/18,32,180050,BIAT,DA36,1/24,"6,32",10,0,0,"6,32",0,0,0,0
11/04/18,32,190061,BQ,HABITAT,(DA),"2,1","1,25",0,0,"2,1",0,0,0,0
11/04/18,32,220025,BTDA1/7(3/12/01),"4,99",3,0,0,"4,99",0,0,0,0,,
11/04/18,32,757002,ECYCL,DA1/2,010616,"16,18","13,01",0,0,"16,18",0,0,0,0
11/04/18,32,665002,ELECTROSTAR,DA,1/6,",68",",01",0,0,",68",0,0,0,0
11/04/18,32,713006,GIF,DA27/1000,8713,",04",",01",0,0,",04",0,0,0,0
11/04/18,32,713007,GIF,DA4/237,270415,",03",",01",0,0,",03",0,0,0,0
11/04/18,32,713008,GIF,DA5/429,310715,",02",",01",0,0,",02",0,0,0,0
11/04/18,32,658002,MGR,DA1/3,050710,",88",",02",0,0,",88",0,0,0,0
11/04/18,32,100011,MONOPRIX,DA,"4,25","4,9",0,0,"4,25",0,0,0,0,
11/04/18,32,754003,NBL,DA1/45,161213,",16",",15",0,0,",16",0,0,0,0
11/04/18,32,770003,PLAST,DA1/4,161216,",65",",01",0,0,",65",0,0,0,0
11/04/18,32,110028,SFBT,(DA,1/6),"30,73","26,58",0,0,"30,73",0,0,0,0
11/04/18,32,110029,SFBT,(DA,1/7),"22,2",",12",0,0,"22,2",0,0,0,0
11/04/18,32,110036,SFBT,DA10/66,03712,"6,69","6,69",0,0,"6,69",0,0,0,0
11/04/18,32,110043,SFBT,DA1/10,040517,"2,37","2,09",0,0,"2,37",0,0,0,0
11/04/18,32,110038,SFBT,DA1/19,280513,"2,09","1,84",0,0,"2,09",0,0,0,0
11/04/18,32,110033,SFBT,DA2007,1/13,"4,83","4,21",0,0,"4,83",0,0,0,0
11/04/18,32,110034,SFBT,DA5/56,120510,"4,99","3,5",0,0,"4,99",0,0,0,0
11/04/18,32,110035,SFBT,DA5/61,300311,"4,11",3,0,0,"4,11",0,0,0,0
11/04/18,32,110031,SFBTDA1/2(11/4/02),"35,23",",06",0,0,"35,23",0,0,0,0,,
11/04/18,32,659010,SIAM,DA1/25,280704,",12",",01",0,0,",12",0,0,0,0
11/04/18,32,659006,SIAME,DA1/10,",34",",2",0,0,",34",0,0,0,0,
11/04/18,32,659008,SIAME,DA1/8,",39",",01",0,0,",39",0,0,0,0,
11/04/18,32,659002,SIAME,DA5/11,"1,71",",01",0,0,"1,71",0,0,0,0,
11/04/18,32,400010,SIMPA,DA1/6,010708,"11,77",12,0,0,"11,77",0,0,0,0
11/04/18,32,400012,SIMPA,DA1/7,010710,"8,5","7,99",0,0,"8,5",0,0,0,0
11/04/18,32,400014,SIMPA,DA1/8,020712,"6,99","6,5",0,0,"6,99",0,0,0,0
11/04/18,32,400015,SIMPA,DA2/9,010714,"9,15",9,0,0,"9,15",0,0,0,0
11/04/18,32,400008,SIMPAR,DA,1/5,"16,2",6,0,0,"16,2",0,0,0,0
11/04/18,32,718003,SITSDA1/9,28/03/07,",31",",4",0,0,",31",0,0,0,0,
11/04/18,32,721003,SOKNA,DA1/5,020712,"1,33",",02",0,0,"1,33",0,0,0,0
11/04/18,32,721004,SOKNA,DA2/5,010714,"1,74",",01",0,0,"1,74",0,0,0,0
11/04/18,32,678006,SOMC,DA1/10,261211,",17",",01",0,0,",17",0,0,0,0
11/04/18,32,729005,SOPATDA1/10,140213,",06",",2",0,0,",06",0,0,0,0,
11/04/18,32,729003,SOPATDA1/20,010708,",05",",3",0,0,",05",0,0,0,0,
11/04/18,32,653009,SOT,DA1/22,010906,",16",",01",0,0,",16",0,0,0,0
11/04/18,32,653005,SOTETEL,DA1/6,",91",",01",0,0,",91",0,0,0,0,
11/04/18,32,656015,SOTUV,DA1/7,180713,"1,11",",01",0,0,"1,11",0,0,0,0
11/04/18,32,656018,SOTUV,DA3/41,10714,",5",",48",0,0,",5",0,0,0,0
11/04/18,32,656002,SOTUVER,DA,1/24,",72",",3",0,0,",72",0,0,0,0
11/04/18,32,656006,SOTUVER,DA,3/34,"1,42",",82",0,0,"1,42",0,0,0,0
11/04/18,32,664002,STEQ,DA2/5(8/4/02),"3,88",",02",0,0,"3,88",0,0,0,0,
11/04/18,32,503002,STIP,DA1/10,0703,",12",",11",0,0,",12",0,0,0,0
11/04/18,32,666002,STPIL,DA1/10,0703,"2,38","1,1",0,0,"2,38",0,0,0,0
11/04/18,32,666007,STPIL,DA1/17,20614,"1,04",",99",0,0,"1,04",0,0,0,0
11/04/18,32,666005,STPIL,DA1/20,02712,",99",",8",0,0,",99",0,0,0,0
11/04/18,32,666004,STPIL,DA1/25301208,",83",",7",0,0,",83",0,0,0,0,
11/04/18,32,666006,STPIL,DA1/33,01713,",56",",5",0,0,",56",0,0,0,0
11/04/18,32,666009,STPIL,DA1/39,01716,",39",",39",0,0,",39",0,0,0,0
11/04/18,32,666003,STPILDA0807,1/10,"2,16",1,0,0,"2,16",0,0,0,0,
11/04/18,32,666010,STPILDA1/56,300617,",26",",21",0,0,",23",0,0,0,0,-
11/04/18,32,666008,STPL,DA1/32,180615,",49",",49",0,0,",49",0,0,0,0
11/04/18,32,656014,STV,DA10/31,160712,"2,95","3,25",0,0,"2,95",0,0,0,0
11/04/18,32,656022,STV,DA2/23,4122017,",47",",4",0,0,",47",0,0,0,0
11/04/18,32,656009,STV02,3/10,010102,"3,64","2,05",0,0,"3,64",0,0,0,0
11/04/18,32,120047,TAIR,DA1/10,010799,",1",",01",0,0,",1",0,0,0,0
11/04/18,32,120049,TAIR,DA1/10,030700,",09",",01",0,0,",09",0,0,0,0
11/04/18,32,120053,TAIR,DA1/22,310806,",04",",01",0,0,",04",0,0,0,0
11/04/18,32,160026,TJARI,-,DA39,"2,17",",01",0,0,"2,17",0,0,0,0
11/04/18,32,160016,TJARI,-,(DA),"3,39",2,0,0,"3,39",0,0,0,0
11/04/18,32,210181,TL,DA2/43,02022015,",88",",7",0,0,",88",0,0,0,0
11/04/18,32,210174,TL,DA3/83,10022014,",78",",67",0,0,",78",0,0,0,0
11/04/18,32,210095,TLS,DA,1/4,"10,12",8,0,0,"10,12",0,0,0,0
11/04/18,32,210098,TLS,DA,1/5(021202),"6,75",7,0,0,"6,75",0,0,0,0
11/04/18,32,210101,TLS,DA,1/6(181203),"4,9","5,52",0,0,"4,9",0,0,0,0
11/04/18,32,210106,TLS,DA,1/7(061204),"3,54",3,0,0,"3,54",0,0,0,0
11/04/18,32,210115,TLS,DA1/55(010307),",5",",52",0,0,",5",0,0,0,0,
11/04/18,32,120051,TUNISAIR,DA,1/10,",08",",01",0,0,",08",0,0,0,0
11/04/18,32,240069,UBCI,DA8/33,141013,"6,19",6,0,0,"6,19",0,0,0,0
11/04/18,32,772002,UMED,D76/509,26716,"1,59",",01",0,0,"1,59",0,0,0,0
11/04/18,32,720013,WIFAK,DA1/2,121015,"3,65",",09",0,0,"3,65",0,0,0,0
11/04/18,51,150085,AMS,"1,06","1,04","1,06","1,06","1,06","1,06","1,06",8,1,"8,48",
11/04/18,51,740001,CARTHAGE,CEMENT,"2,14","2,14",0,0,"2,14",0,0,0,0,
11/04/18,51,764001,CEREALIS,"4,95","4,95","4,93","4,93","4,93","4,93","4,93",200,2,986,
11/04/18,51,749001,HEXABYTE,"5,16","5,16","5,16","5,3","5,3","5,16","5,3",1623,9,"8378,34",
11/04/18,51,751001,LAND,OR,"8,23","8,23","8,1","8,4","8,4","8,05","8,4",5685,23,"46529,9"
11/04/18,51,770001,OFFICEPLAST,"2,54","2,54","2,47","2,47","2,47","2,47","2,49",880,9,"2179,6",
11/04/18,51,734001,SERVICOM,"2,07","2,08","2,07","2,01","2,01","2,01","2,08",29415,92,"59284,42",-
11/04/18,52,750001,AETECH,",63",",63",",63",",63",",63",",63",",63",688,1,"433,44",
11/04/18,52,766001,MAGHREB,INTERN,PUB,",94",",94",0,0,",94",0,0,0,0
11/04/18,52,773001,SANIMED,"3,26","3,26",0,0,"3,26",0,0,0,0,,
11/04/18,52,760001,SOTEMAIL,"1,44","1,45","1,44","1,44","1,44","1,44","1,44",10,1,"14,4",
11/04/18,99,503001,STIP,"1,2","1,2",0,0,"1,2",0,0,0,0,,
12/04/18,11,725001,ADWYA,"5,79","5,79","5,75","5,79","5,79","5,75","5,8",990,9,"5732,9",
12/04/18,11,340005,AMEN,BANK,27,27,27,27,27,"26,95",27,102,4,"2753,95"
12/04/18,11,730001,ARTES,"7,1","7,1","7,1","7,19","7,19","7,1","7,19",258,3,"1832,52",
12/04/18,11,714001,ASSAD,"9,04","9,05","9,04","9,1","9,1","9,04","9,1",1230,5,"11175,2",
12/04/18,11,360035,ATB,"4,4","4,4","4,4","4,4","4,4","4,4","4,4",200,1,880,
12/04/18,11,470010,ATL,"3,4","3,4","3,4","3,4","3,4","3,39","3,4",5934,15,"20174,9",
12/04/18,11,160015,ATTIJARI,BANK,45,"45,49",45,"45,81","45,81","44,81","46,35",9255,99,"421790,88"
12/04/18,11,661001,ATTIJARI,LEASING,"18,5","18,5",0,0,"18,5",0,0,0,0,
12/04/18,11,190060,BH,"20,7","20,7","20,7","21,29","21,29","20,7","21,3",4668,50,"98195,62",
12/04/18,11,180045,BIAT,140,"142,35",140,"142,6","142,6",140,"142,61",1833,25,"258984,3",
12/04/18,11,310060,BNA,"13,1","13,1","13,1","13,2","13,2","13,1","13,2",10869,17,"143333,9",
12/04/18,11,220005,BT,"10,25","10,25","10,25","10,3","10,3","10,25","10,3",17546,69,"180037,3",
12/04/18,11,759001,CELLCOM,"2,19","2,21","2,19","2,08","2,08","2,08","2,19",5205,23,"11114,46",-
12/04/18,11,420085,CIL,"17,2","17,2",0,0,"17,2",0,0,0,0,,
12/04/18,11,755001,CITY,CARS,"11,65","11,65","11,65","11,65","11,65","11,65","11,65",100,2,1165
12/04/18,11,767001,DELICE,HOLDING,"17,9","17,9",0,0,"17,9",0,0,0,0,
12/04/18,11,665001,ELECTROSTAR,"2,32","2,32",0,0,"2,32",0,0,0,0,,
12/04/18,11,741001,ENNAKL,AUTOMOBILES,"10,25","10,25","10,2","10,2","10,2","10,1","10,2",526,11,"5323,8"
12/04/18,11,721001,ESSOUKNA,"3,67","3,67","3,67","3,67","3,67","3,67","3,67",1049,10,"3849,83",
12/04/18,11,757001,EURO-CYCLES,31,"30,43",31,"30,4","30,4","30,39",31,20734,175,"631172,85",
12/04/18,11,713001,GIF-FILTER,"1,48","1,48","1,47","1,48","1,48","1,47","1,48",6741,9,"9933,2",
12/04/18,11,731013,HANNIBAL,LEASE,"7,99","7,99","7,85","7,99","7,99","7,85","7,99",1550,5,"12174,5"
12/04/18,11,644001,MAGASIN,GENERAL,"41,96","41,96",0,0,"41,96",0,0,0,0,
12/04/18,11,100010,MONOPRIX,12,12,12,12,12,"11,99",12,2170,15,"26038,8",
12/04/18,11,762001,MPBS,"3,1","3,1","3,1","3,1","3,1","3,1","3,1",1135,6,"3518,5",
12/04/18,11,761001,SAH,"14,25","14,25","14,3","14,8","14,8","14,3","14,8",6601,52,"95770,54",
12/04/18,11,110025,SFBT,"23,3",23,"23,3","23,6","23,6","23,3","23,6",10767,81,"253316,07",
12/04/18,11,659001,SIAME,"2,5","2,5","2,5","2,49","2,49","2,49","2,5",8782,12,"21917,18",
12/04/18,11,400005,SIMPAR,38,38,0,0,38,0,0,0,0,,
12/04/18,11,718001,SITS,"2,3","2,3",0,0,"2,3",0,0,0,0,,
12/04/18,11,678001,SOMOCER,"1,21","1,2","1,21","1,2","1,2","1,2","1,21",740,8,"888,3",
12/04/18,11,729001,SOPAT,",62",",62",",62",",64",",64",",62",",64",14105,21,"8915,67",
12/04/18,11,653001,SOTETEL,"2,65","2,65","2,6","2,6","2,6","2,6","2,6",493,2,"1281,8",
12/04/18,11,763001,SOTIPAPIER,"3,66","3,66","3,56","3,66","3,66","3,56","3,66",175,4,"623,5",
12/04/18,11,666001,SOTRAPIL,"14,39","14,39","14,2","14,39","14,39","14,2","14,39",230,3,"3296,4",
12/04/18,11,658001,SOTUMAG,"2,05","2,05","2,01","2,05","2,05",2,"2,05",3595,11,"7212,18",
12/04/18,11,656001,SOTUVER,"5,57","5,57","5,57","5,67","5,67","5,57","5,68",4919,17,"27704,13",
12/04/18,11,606001,STAR,"83,5","83,5","82,99",86,86,"82,6",86,531,27,"44173,78",+
12/04/18,11,260095,STB,4,"4,05",4,"3,97","3,97","3,97",4,19215,22,"76326,32",
12/04/18,11,744001,TELNET,HOLDING,"8,43","8,43","8,4","8,59","8,59","8,3","8,6",10562,81,"89067,58"
12/04/18,11,727001,TPR,"3,82","3,82","3,83","3,89","3,89","3,8","3,89",8565,38,"33232,2",
12/04/18,11,738001,TUNIS,RE,"8,18","8,18","8,02","8,18","8,18","8,02","8,18",360,6,"2920,8"
12/04/18,11,120040,TUNISAIR,",47",",47",0,0,",49",0,0,0,0,+,
12/04/18,11,210090,TUNISIE,LEASING,"15,99","15,99","15,8","15,99","15,99","15,52",16,3487,17,"55556,2"
12/04/18,11,769001,UADH,"2,16","2,16",0,0,"2,16",0,0,0,0,,
12/04/18,11,390010,UIB,"25,9","25,9","25,89",26,26,"25,5","26,1",4910,35,"127708,01",
12/04/18,11,772001,UNIMED,"9,54","9,54","9,68","9,68","9,68","9,68","9,68",5,1,"48,4",
12/04/18,12,230035,AIR,LIQUDE,TSIE,"80,1","80,1",0,0,"80,1",0,0,0,0
12/04/18,12,380070,ALKIMIA,"37,56","37,56",0,0,"37,56",0,0,0,0,,
12/04/18,12,655001,ASSURANCES,SALIM,"30,88","30,88",0,0,"30,88",0,0,0,0,
12/04/18,12,300045,ASTREE,"35,02","35,02",0,0,"35,02",0,0,0,0,,
12/04/18,12,758001,BEST,LEASE,"2,04","2,04",0,0,"2,04",0,0,0,0,
12/04/18,12,130055,BTE,(ADP),"15,98","15,98","15,97","15,97","15,97","15,97","15,97",10,1,"159,7"
12/04/18,12,330090,ELBENE,INDUSTRIE,"2,78","2,78",0,0,"2,66",0,0,0,0,-
12/04/18,12,320075,ICF,34,34,34,34,34,34,34,285,4,9690,
12/04/18,12,672004,MODERN,LEASING,"3,71","3,7","3,71","3,71","3,71","3,71","3,71",300,2,1113
12/04/18,12,250065,PLAC.,TSIE-SICAF,"42,32","42,32",0,0,"42,32",0,0,0,0,
12/04/18,12,667001,SIPHAT,"4,64","4,64",0,0,"4,64",0,0,0,0,,
12/04/18,12,140070,SPDIT,-,SICAF,"8,36","8,36",0,0,"8,36",0,0,0,0
12/04/18,12,664001,STEQ,"7,31","7,31",0,0,"7,31",0,0,0,0,,
12/04/18,12,410020,TUNINVEST-SICAR,"6,2","6,2",0,0,"6,2",0,0,0,0,,
12/04/18,12,240050,UBCI,"22,98","22,98",0,0,"22,98",0,0,0,0,,
12/04/18,13,430030,SITEX,"5,61","5,61",0,0,"5,61",0,0,0,0,,
12/04/18,32,340020,AB,DA,1/27,"1,75",",9",0,0,"1,75",0,0,0,0
12/04/18,32,340027,ABDA,1/14,11122007,"2,85",2,0,0,"2,85",0,0,0,0
12/04/18,32,725006,ADWA,DA1/12,311215,",6",",58",0,0,",6",0,0,0,0
12/04/18,32,725005,ADWYA,DA1/5,040814,"1,61","1,2",0,0,"1,61",0,0,0,0
12/04/18,32,380071,ALKIM,DA,"7,01",4,0,0,"7,01",0,0,0,0,
12/04/18,32,380072,ALKIM,DA,04,"6,37",5,0,0,"6,37",0,0,0,0
12/04/18,32,230041,ALQ,DA1/10,7/09/04,"25,19",35,0,0,"25,19",0,0,0,0
12/04/18,32,230043,ALQ,DA1/12,070906,"17,28",30,0,0,"17,28",0,0,0,0
12/04/18,32,230039,ALQ,DA1/6,(160902),"53,24",70,0,0,"53,24",0,0,0,0
12/04/18,32,230042,ALQDA1/12,06/09/05,"18,66",45,0,0,"18,66",0,0,0,0,
12/04/18,32,150092,AMS,DA,1/50,",03",",01",0,0,",03",0,0,0,0
12/04/18,32,730002,ARTES,DA1/4,230712,"2,84",",2",0,0,"2,84",0,0,0,0
12/04/18,32,730003,ARTES,DA1/5,040313,"1,81","1,65",0,0,"1,81",0,0,0,0
12/04/18,32,714004,ASSAD,DA1/4,150609,"3,16",",01",0,0,"3,16",0,0,0,0
12/04/18,32,714003,ASSDA1/9(01/07/05),"1,74","1,3",0,0,"1,74",0,0,0,0,,
12/04/18,32,360043,ATBDA1/7,09/11/05,",9",",01",0,0,",9",0,0,0,0,
12/04/18,32,661014,ATTIJARI,LS,ROMPU,"6,72","6,72",0,0,"6,72",0,0,0,0
12/04/18,32,190071,BH,DA1/25,14022000,"1,52",",9",0,0,"1,52",0,0,0,0
12/04/18,32,190077,BHDA,1/15,28052007,"2,48",",01",0,0,"2,48",0,0,0,0
12/04/18,32,180046,BIAT,DA32,4/60,"11,53",6,0,0,"11,53",0,0,0,0
12/04/18,32,180050,BIAT,DA36,1/24,"6,33",10,0,0,"6,33",0,0,0,0
12/04/18,32,190061,BQ,HABITAT,(DA),"2,07","1,25",0,0,"2,07",0,0,0,0
12/04/18,32,220025,BTDA1/7(3/12/01),"4,94",3,0,0,"4,94",0,0,0,0,,
12/04/18,32,665002,ELECTROSTAR,DA,1/6,",68",",01",0,0,",68",0,0,0,0
12/04/18,32,713006,GIF,DA27/1000,8713,",05",",01",0,0,",05",0,0,0,0
12/04/18,32,713007,GIF,DA4/237,270415,",03",",01",0,0,",03",0,0,0,0
12/04/18,32,713008,GIF,DA5/429,310715,",02",",01",0,0,",02",0,0,0,0
12/04/18,32,658002,MGR,DA1/3,050710,",89",",02",0,0,",89",0,0,0,0
12/04/18,32,100011,MONOPRIX,DA,"4,25","4,9",0,0,"4,25",0,0,0,0,
12/04/18,32,770003,PLAST,DA1/4,161216,",63",",01",0,0,",63",0,0,0,0
12/04/18,32,110028,SFBT,(DA,1/6),"30,73","26,58",0,0,"30,73",0,0,0,0
12/04/18,32,110029,SFBT,(DA,1/7),"22,2",",12",0,0,"22,2",0,0,0,0
12/04/18,32,110036,SFBT,DA10/66,03712,"6,69","6,69",0,0,"6,69",0,0,0,0
12/04/18,32,110038,SFBT,DA1/19,280513,"2,09","1,84",0,0,"2,09",0,0,0,0
12/04/18,32,110033,SFBT,DA2007,1/13,"4,83","4,21",0,0,"4,83",0,0,0,0
12/04/18,32,110034,SFBT,DA5/56,120510,"4,99","3,5",0,0,"4,99",0,0,0,0
12/04/18,32,110035,SFBT,DA5/61,300311,"4,11",3,0,0,"4,11",0,0,0,0
12/04/18,32,110031,SFBTDA1/2(11/4/02),"35,23",",06",0,0,"35,23",0,0,0,0,,
12/04/18,32,659010,SIAM,DA1/25,280704,",12",",01",0,0,",12",0,0,0,0
12/04/18,32,659006,SIAME,DA1/10,",35",",2",0,0,",35",0,0,0,0,
12/04/18,32,659008,SIAME,DA1/8,",4",",01",0,0,",4",0,0,0,0,
12/04/18,32,659002,SIAME,DA5/11,"1,76",",01",0,0,"1,76",0,0,0,0,
12/04/18,32,400010,SIMPA,DA1/6,010708,"12,01",12,0,0,"12,01",0,0,0,0
12/04/18,32,400012,SIMPA,DA1/7,010710,"8,68","7,99",0,0,"8,68",0,0,0,0
12/04/18,32,400008,SIMPAR,DA,1/5,"16,53",6,0,0,"16,53",0,0,0,0
12/04/18,32,718003,SITSDA1/9,28/03/07,",31",",4",0,0,",31",0,0,0,0,
12/04/18,32,721003,SOKNA,DA1/5,020712,"1,34",",02",0,0,"1,34",0,0,0,0
12/04/18,32,721004,SOKNA,DA2/5,010714,"1,76",",01",0,0,"1,76",0,0,0,0
12/04/18,32,678006,SOMC,DA1/10,261211,",17",",01",0,0,",17",0,0,0,0
12/04/18,32,678007,SOMC,DA1/45,211212,",03",",01",0,0,",03",0,0,0,0
12/04/18,32,729005,SOPATDA1/10,140213,",06",",2",0,0,",06",0,0,0,0,
12/04/18,32,729003,SOPATDA1/20,010708,",05",",3",0,0,",05",0,0,0,0,
12/04/18,32,653009,SOT,DA1/22,010906,",16",",01",0,0,",16",0,0,0,0
12/04/18,32,653005,SOTETEL,DA1/6,",92",",01",0,0,",92",0,0,0,0,
12/04/18,32,656015,SOTUV,DA1/7,180713,"1,1",",01",0,0,"1,1",0,0,0,0
12/04/18,32,656018,SOTUV,DA3/41,10714,",5",",48",0,0,",5",0,0,0,0
12/04/18,32,656002,SOTUVER,DA,1/24,",72",",3",0,0,",72",0,0,0,0
12/04/18,32,656006,SOTUVER,DA,3/34,"1,42",",82",0,0,"1,42",0,0,0,0
12/04/18,32,664002,STEQ,DA2/5(8/4/02),"3,88",",02",0,0,"3,88",0,0,0,0,
12/04/18,32,503002,STIP,DA1/10,0703,",12",",11",0,0,",12",0,0,0,0
12/04/18,32,666002,STPIL,DA1/10,0703,"2,38","1,1",0,0,"2,38",0,0,0,0
12/04/18,32,666007,STPIL,DA1/17,20614,"1,04",",99",0,0,"1,04",0,0,0,0
12/04/18,32,666005,STPIL,DA1/20,02712,",99",",8",0,0,",99",0,0,0,0
12/04/18,32,666004,STPIL,DA1/25301208,",83",",7",0,0,",83",0,0,0,0,
12/04/18,32,666009,STPIL,DA1/39,01716,",39",",39",0,0,",39",0,0,0,0
12/04/18,32,666003,STPILDA0807,1/10,"2,16",1,0,0,"2,16",0,0,0,0,
12/04/18,32,666010,STPILDA1/56,300617,",26",",21",0,0,",23",0,0,0,0,-
