SEANCE,GROUPE,CODE,VALEUR,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRANSACTION,CAPITAUX
17/06/2021,11,TN0006580013,SOTUMAG,3.180,3.160,3.150,3.160,2560,5,8086.600
17/06/2021,11,TN0006590012,SIAME,4.090,4.300,4.250,4.300,1404,7,5999.050
17/06/2021,11,TN0006650014,ELECTROSTAR,1.190,1.100,1.100,1.100,5,1,5.500
17/06/2021,11,TN0006660013,SOTRAPIL,11.800,12.830,12.800,12.830,106,3,1356.930
17/06/2021,11,TN0006780019,SOMOCER,1.000,0.940,0.940,0.960,4204,10,3951.860
17/06/2021,11,TN0007130016,GIF-FILTER,1.370,0.620,0.620,0.640,3372,17,2093.900
17/06/2021,11,TN0007140015,ASSAD,4.440,4.060,3.950,4.080,3634,16,14695.890
17/06/2021,11,TN0007210016,ESSOUKNA,2.860,2.640,0.000,0.000,0,0,0.000
17/06/2021,11,TN0007250012,ADWYA,4.470,5.240,5.040,5.240,34316,96,178245.680
17/06/2021,11,TN0007270010,TPR,4.150,4.470,0.000,0.000,0,0,0.000
17/06/2021,11,TN0007290018,SOPAT,1.300,1.440,0.000,0.000,0,0,0.000
17/06/2021,11,TN0007300015,ARTES,4.100,5.190,5.150,5.220,5397,22,27831.360
17/06/2021,11,TN0007340011,SERVICOM,2.010,2.000,1.910,2.040,6391,37,12653.820
17/06/2021,11,TN0007570013,EURO-CYCLES,25.600,29.700,29.510,29.700,2023,37,59822.000
17/06/2021,11,TN0007590011,CELLCOM,4.970,4.780,4.650,4.780,1156,14,5428.000
17/06/2021,11,TN0007610017,SAH,12.300,12.450,12.410,12.450,5701,48,70924.650
17/06/2021,11,TN0007620016,MPBS,3.840,3.200,3.190,3.220,1092,12,3491.760
17/06/2021,11,TN0007630015,SOTIPAPIER,4.600,5.270,5.180,5.280,81,7,426.630
17/06/2021,11,TN0007640014,CEREALIS,9.200,8.290,8.290,8.290,16,2,132.640
17/06/2021,11,TN0007690019,UADH,2.770,0.590,0.590,0.620,75250,115,45365.770
17/06/2021,11,TN0007720014,UNIMED,9.750,7.350,7.260,7.400,7144,32,52741.740
17/06/2021,12,TN0002400505,UBCI,20.120,21.860,21.860,21.860,99,1,2164.140
17/06/2021,12,TN0003000452,ASTREE,59.500,60.770,0.000,0.000,0,0,0.000
17/06/2021,12,TN0003800703,ALKIMIA,47.800,42.290,0.000,0.000,0,0,0.000
17/06/2021,12,TN0004100202,TUNINVEST-SICAR,14.300,12.000,12.000,12.000,10,1,120.000
17/06/2021,12,TN0006060016,STAR,122.980,119.000,0.000,0.000,0,0,0.000
17/06/2021,12,TN0006670012,SIPHAT,3.840,3.950,0.000,0.000,0,0,0.000
17/06/2021,12,TN0007180011,SITS,2.360,2.230,0.000,0.000,0,0,0.000
17/06/2021,12,TN0007500010,AETECH,0.610,0.400,0.000,0.000,0,0,0.000
17/06/2021,12,TN0007600018,SOTEMAIL,3.540,3.330,0.000,0.000,0,0,0.000
17/06/2021,12,TN0007700016,OFFICEPLAST,2.100,1.890,0.000,0.000,0,0,0.000
17/06/2021,12,TN0007730013,SANIMED,1.910,2.060,2.060,2.060,1450,3,2987.000
17/06/2021,13,TN0004300307,SITEX,5.960,6.120,0.000,0.000,0,0,0.000
17/06/2021,21,TN0001300698,"BTEB0127T+3,25P7-2",100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0001600485,TJARISA0522T+1.9P5,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0001600493,TJARISB05247.5P7-2,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0001901057,BHSB0425T+2.1%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0001901107,BHSB0324T+2.3%INF5,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0002601003,STB0528T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0002601177,STBSC1126T+2.8P7-2,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0003100781,BNASB825T+2.25P7-2,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0003400447,ABSUB0922T+1.3%P10,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0003400504,ABSB02227.45%AP7-2,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0003600483,ATB0523T+1.25%AP16,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0003600491,ATB0527T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0003600509,ATB0532T+2.0%AP25,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0003600640,ATBSA325T+2.05P7-2,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0003600657,ATBSB0328T+2.1AP10,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0004620191,BTKSB12217.45%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0004700696,ATLB0322T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0004700738,ATLB0323T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0006610513,TJLSB0623T+2.3%AP5,102.000,102.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0007190168,UNIFAB1123T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,21,TN0007310352,HLA0222T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
17/06/2021,32,TN0001100312,SFBTDA1/2(11/4/02),11.390,55.160,0.000,0.000,0,0,0.000
17/06/2021,32,TN0002200251,BTDA1/7(3/12/01),6.000,4.790,0.000,0.000,0,0,0.000
17/06/2021,32,TN0007140031,ASSDA1/9(01/07/05),1.300,0.830,0.000,0.000,0,0,0.000
17/06/2021,99,TN0001500859,AMS,0.900,0.740,0.000,0.000,0,0,0.000
17/06/2021,99,TN0005030010,STIP,0.920,1.270,0.000,0.000,0,0,0.000
18/06/2021,11,TN0001000108,MONOPRIX,6.160,5.500,0.000,0.000,0,0,0.000
18/06/2021,11,TN0001100254,SFBT,19.010,18.700,18.520,18.730,5740,53,107370.780
18/06/2021,11,TN0001200401,TUNISAIR,0.590,0.570,0.560,0.570,16507,44,9252.280
18/06/2021,11,TN0001800457,BIAT,94.300,62.400,62.320,62.490,306,12,19083.970
18/06/2021,11,TN0001900604,BH,9.190,9.970,9.680,9.970,601,8,5989.680
18/06/2021,11,TN0002200053,BT,6.800,6.300,6.300,6.450,11451,30,72896.680
18/06/2021,11,TN0002600955,STB,3.350,2.910,2.900,2.980,5005,21,14543.120
18/06/2021,11,TN0003100609,BNA,8.840,8.110,8.020,8.110,4740,20,38370.750
18/06/2021,11,TN0003200755,ICF,70.000,70.050,70.000,72.700,111,16,7820.090
18/06/2021,11,TN0003600350,ATB,2.860,2.700,2.620,2.700,4006,17,10608.240
18/06/2021,11,TN0003900107,UIB,17.140,16.800,16.530,16.900,155,7,2569.910
18/06/2021,11,TN0004000055,SIMPAR,33.000,35.500,34.510,35.500,75,2,2593.200
18/06/2021,11,TN0004200853,CIL,16.140,17.890,17.890,17.890,1,1,17.890
18/06/2021,11,TN0004700100,ATL,1.590,1.570,1.550,1.570,255,4,395.570
18/06/2021,11,TN0006530018,SOTETEL,4.880,4.250,4.130,4.250,28026,117,117238.380
18/06/2021,11,TN0006560015,SOTUVER,6.980,6.690,6.520,6.700,365,4,2382.450
18/06/2021,11,TN0006580013,SOTUMAG,3.180,3.160,0.000,0.000,0,0,0.000
18/06/2021,11,TN0006590012,SIAME,4.090,4.270,4.230,4.270,1738,10,7366.780
18/06/2021,11,TN0006650014,ELECTROSTAR,1.190,1.100,0.000,0.000,0,0,0.000
18/06/2021,11,TN0006660013,SOTRAPIL,11.800,12.840,12.830,12.840,296,4,3797.960
18/06/2021,11,TN0006780019,SOMOCER,1.000,0.920,0.900,0.920,136595,170,123284.230
18/06/2021,11,TN0007130016,GIF-FILTER,1.370,0.600,0.600,0.640,11628,28,6978.310
18/06/2021,11,TN0007140015,ASSAD,4.440,4.060,4.020,4.070,2935,15,11879.850
18/06/2021,11,TN0007210016,ESSOUKNA,2.860,2.640,0.000,0.000,0,0,0.000
18/06/2021,11,TN0007250012,ADWYA,4.470,5.200,5.200,5.280,9371,51,49039.670
18/06/2021,11,TN0007270010,TPR,4.150,4.410,4.360,4.470,6427,35,28313.070
18/06/2021,11,TN0007290018,SOPAT,1.300,1.400,1.400,1.440,503,2,704.320
18/06/2021,11,TN0007300015,ARTES,4.100,5.190,5.150,5.220,2507,12,12928.830
18/06/2021,11,TN0007340011,SERVICOM,2.010,2.000,1.950,2.000,7365,23,14610.730
18/06/2021,11,TN0007570013,EURO-CYCLES,25.600,29.680,29.540,29.700,1789,27,53041.950
18/06/2021,11,TN0007590011,CELLCOM,4.970,4.780,0.000,0.000,0,0,0.000
18/06/2021,11,TN0007610017,SAH,12.300,12.450,12.400,12.450,8991,34,111587.200
18/06/2021,11,TN0007620016,MPBS,3.840,3.220,3.190,3.220,721,4,2301.430
18/06/2021,11,TN0007630015,SOTIPAPIER,4.600,5.250,5.200,5.280,11000,23,57395.960
18/06/2021,11,TN0007640014,CEREALIS,9.200,8.050,8.050,8.290,2372,7,19574.600
18/06/2021,11,TN0007690019,UADH,2.770,0.570,0.570,0.600,64555,92,37115.910
18/06/2021,11,TN0007720014,UNIMED,9.750,7.300,7.300,7.400,2504,16,18322.950
18/06/2021,12,TN0002400505,UBCI,20.120,21.900,21.900,21.900,1883,7,41237.700
18/06/2021,12,TN0003000452,ASTREE,59.500,60.770,0.000,0.000,0,0,0.000
18/06/2021,12,TN0003800703,ALKIMIA,47.800,42.290,0.000,0.000,0,0,0.000
18/06/2021,12,TN0004100202,TUNINVEST-SICAR,14.300,12.000,0.000,0.000,0,0,0.000
18/06/2021,12,TN0006060016,STAR,122.980,119.000,0.000,0.000,0,0,0.000
18/06/2021,12,TN0006670012,SIPHAT,3.840,3.950,3.950,3.950,2,1,7.900
18/06/2021,12,TN0007180011,SITS,2.360,2.230,0.000,0.000,0,0,0.000
18/06/2021,12,TN0007500010,AETECH,0.610,0.400,0.000,0.000,0,0,0.000
18/06/2021,12,TN0007600018,SOTEMAIL,3.540,3.330,0.000,0.000,0,0,0.000
18/06/2021,12,TN0007700016,OFFICEPLAST,2.100,1.890,0.000,0.000,0,0,0.000
18/06/2021,12,TN0007730013,SANIMED,1.910,2.020,2.020,2.020,3521,4,7112.420
18/06/2021,13,TN0004300307,SITEX,5.960,6.120,0.000,0.000,0,0,0.000
18/06/2021,21,TN0001300698,"BTEB0127T+3,25P7-2",100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0001600485,TJARISA0522T+1.9P5,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0001600493,TJARISB05247.5P7-2,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0001901057,BHSB0425T+2.1%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0001901107,BHSB0324T+2.3%INF5,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0002601003,STB0528T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0002601177,STBSC1126T+2.8P7-2,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0003100781,BNASB825T+2.25P7-2,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0003400447,ABSUB0922T+1.3%P10,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0003400504,ABSB02227.45%AP7-2,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0003600483,ATB0523T+1.25%AP16,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0003600491,ATB0527T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0003600509,ATB0532T+2.0%AP25,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0003600640,ATBSA325T+2.05P7-2,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0003600657,ATBSB0328T+2.1AP10,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0004620191,BTKSB12217.45%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0004700696,ATLB0322T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0004700738,ATLB0323T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0006610513,TJLSB0623T+2.3%AP5,102.000,102.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0007190168,UNIFAB1123T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,21,TN0007310352,HLA0222T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
18/06/2021,32,TN0001100312,SFBTDA1/2(11/4/02),11.390,55.130,0.000,0.000,0,0,0.000
18/06/2021,32,TN0002200251,BTDA1/7(3/12/01),6.000,4.780,0.000,0.000,0,0,0.000
18/06/2021,32,TN0007140031,ASSDA1/9(01/07/05),1.300,0.850,0.000,0.000,0,0,0.000
18/06/2021,99,TN0001500859,AMS,0.900,0.720,0.000,0.000,0,0,0.000
18/06/2021,99,TN0005030010,STIP,0.920,1.270,1.270,1.270,2715,1,3448.050
21/06/2021,11,TN0001000108,MONOPRIX,6.160,5.470,5.470,5.470,1925,17,10529.750
21/06/2021,11,TN0001100254,SFBT,19.010,18.690,18.690,18.740,96152,20,1797096.670
21/06/2021,11,TN0001200401,TUNISAIR,0.590,0.570,0.560,0.570,2422,10,1368.890
21/06/2021,11,TN0001800457,BIAT,94.300,62.400,62.300,62.700,1028,16,64095.400
21/06/2021,11,TN0001900604,BH,9.190,9.970,9.970,9.970,1000,6,9970.000
21/06/2021,11,TN0002200053,BT,6.800,6.300,6.300,6.400,3110,18,19593.110
21/06/2021,11,TN0002600955,STB,3.350,2.880,2.880,2.960,6348,32,18330.490
21/06/2021,11,TN0003100609,BNA,8.840,8.140,8.050,8.200,5802,16,47503.530
21/06/2021,11,TN0003200755,ICF,70.000,72.000,69.590,72.050,54,7,3880.040
21/06/2021,11,TN0003600350,ATB,2.860,2.700,2.690,2.700,39907,12,107349.850
21/06/2021,11,TN0003900107,UIB,17.140,16.700,16.700,16.700,50,1,835.000
21/06/2021,11,TN0004000055,SIMPAR,33.000,35.500,0.000,0.000,0,0,0.000
21/06/2021,11,TN0004200853,CIL,16.140,17.890,0.000,0.000,0,0,0.000
21/06/2021,11,TN0004700100,ATL,1.590,1.590,1.580,1.590,2125,9,3375.850
21/06/2021,11,TN0006530018,SOTETEL,4.880,4.400,4.300,4.480,24099,131,105840.940
21/06/2021,11,TN0006560015,SOTUVER,6.980,6.690,6.560,6.690,1519,6,10096.160
21/06/2021,11,TN0006580013,SOTUMAG,3.180,3.170,3.170,3.170,100,1,317.000
21/06/2021,11,TN0006590012,SIAME,4.090,4.160,4.160,4.270,262,3,1114.990
21/06/2021,11,TN0006650014,ELECTROSTAR,1.190,1.060,1.060,1.060,200,1,212.000
21/06/2021,11,TN0006660013,SOTRAPIL,11.800,12.800,12.800,12.840,783,8,10032.680
21/06/2021,11,TN0006780019,SOMOCER,1.000,0.900,0.900,0.920,43885,39,39561.500
21/06/2021,11,TN0007130016,GIF-FILTER,1.370,0.590,0.590,0.600,5092,13,3007.190
21/06/2021,11,TN0007140015,ASSAD,4.440,4.030,4.000,4.050,10124,27,40701.770
21/06/2021,11,TN0007210016,ESSOUKNA,2.860,2.640,0.000,0.000,0,0,0.000
21/06/2021,11,TN0007250012,ADWYA,4.470,5.150,5.150,5.200,10411,11,53837.720
21/06/2021,11,TN0007270010,TPR,4.150,4.410,4.410,4.470,755,7,3349.470
21/06/2021,11,TN0007290018,SOPAT,1.300,1.400,1.380,1.440,373,6,516.320
21/06/2021,11,TN0007300015,ARTES,4.100,5.150,5.150,5.210,739,14,3815.170
21/06/2021,11,TN0007340011,SERVICOM,2.010,2.050,2.000,2.060,27662,59,56526.830
21/06/2021,11,TN0007570013,EURO-CYCLES,25.600,29.520,29.500,29.660,3747,43,110570.790
21/06/2021,11,TN0007590011,CELLCOM,4.970,4.780,0.000,0.000,0,0,0.000
21/06/2021,11,TN0007610017,SAH,12.300,12.410,12.400,12.500,28844,67,357712.250
21/06/2021,11,TN0007620016,MPBS,3.840,3.150,3.150,3.160,2109,6,6647.350
21/06/2021,11,TN0007630015,SOTIPAPIER,4.600,5.180,5.180,5.270,6420,13,33368.940
21/06/2021,11,TN0007640014,CEREALIS,9.200,8.290,8.290,8.290,3840,8,31833.600
21/06/2021,11,TN0007690019,UADH,2.770,0.560,0.560,0.580,35177,63,19721.720
21/06/2021,11,TN0007720014,UNIMED,9.750,7.500,7.210,7.500,9724,37,71661.640
21/06/2021,12,TN0002400505,UBCI,20.120,21.910,21.900,21.910,84618,4,1853976.440
21/06/2021,12,TN0003000452,ASTREE,59.500,60.770,0.000,0.000,0,0,0.000
21/06/2021,12,TN0003800703,ALKIMIA,47.800,42.290,0.000,0.000,0,0,0.000
21/06/2021,12,TN0004100202,TUNINVEST-SICAR,14.300,12.000,0.000,0.000,0,0,0.000
21/06/2021,12,TN0006060016,STAR,122.980,119.000,0.000,0.000,0,0,0.000
21/06/2021,12,TN0006670012,SIPHAT,3.840,3.950,0.000,0.000,0,0,0.000
21/06/2021,12,TN0007180011,SITS,2.360,2.230,0.000,0.000,0,0,0.000
21/06/2021,12,TN0007500010,AETECH,0.610,0.400,0.000,0.000,0,0,0.000
21/06/2021,12,TN0007600018,SOTEMAIL,3.540,3.330,0.000,0.000,0,0,0.000
21/06/2021,12,TN0007700016,OFFICEPLAST,2.100,1.890,1.890,1.890,62,3,117.180
21/06/2021,12,TN0007730013,SANIMED,1.910,1.980,1.980,1.980,3048,5,6035.040
21/06/2021,13,TN0004300307,SITEX,5.960,6.120,0.000,0.000,0,0,0.000
21/06/2021,21,TN0001300698,"BTEB0127T+3,25P7-2",100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0001600485,TJARISA0522T+1.9P5,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0001600493,TJARISB05247.5P7-2,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0001901057,BHSB0425T+2.1%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0001901107,BHSB0324T+2.3%INF5,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0002601003,STB0528T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0002601177,STBSC1126T+2.8P7-2,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0003100781,BNASB825T+2.25P7-2,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0003400447,ABSUB0922T+1.3%P10,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0003400504,ABSB02227.45%AP7-2,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0003600483,ATB0523T+1.25%AP16,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0003600491,ATB0527T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0003600509,ATB0532T+2.0%AP25,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0003600640,ATBSA325T+2.05P7-2,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0003600657,ATBSB0328T+2.1AP10,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0004620191,BTKSB12217.45%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0004700696,ATLB0322T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0004700738,ATLB0323T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0006610513,TJLSB0623T+2.3%AP5,102.000,102.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0007190168,UNIFAB1123T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,21,TN0007310352,HLA0222T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
21/06/2021,32,TN0001100312,SFBTDA1/2(11/4/02),11.390,55.080,0.000,0.000,0,0,0.000
21/06/2021,32,TN0002200251,BTDA1/7(3/12/01),6.000,4.830,0.000,0.000,0,0,0.000
21/06/2021,32,TN0007140031,ASSDA1/9(01/07/05),1.300,0.850,0.000,0.000,0,0,0.000
21/06/2021,99,TN0001500859,AMS,0.900,0.730,0.730,0.730,5,1,3.650
21/06/2021,99,TN0005030010,STIP,0.920,1.270,0.000,0.000,0,0,0.000
22/06/2021,11,TN0001000108,MONOPRIX,6.160,5.600,5.350,5.600,5529,17,29711.880
22/06/2021,11,TN0001100254,SFBT,19.010,18.690,18.650,18.700,5203,15,97208.560
22/06/2021,11,TN0001200401,TUNISAIR,0.590,0.550,0.550,0.560,44693,71,24636.050
22/06/2021,11,TN0001800457,BIAT,94.300,62.410,62.410,62.670,2490,23,155919.140
22/06/2021,11,TN0001900604,BH,9.190,9.970,9.680,9.970,11275,16,111981.860
22/06/2021,11,TN0002200053,BT,6.800,6.300,6.200,6.300,22207,41,138196.340
22/06/2021,11,TN0002600955,STB,3.350,2.880,2.800,2.890,4184,25,11788.690
22/06/2021,11,TN0003100609,BNA,8.840,8.100,8.000,8.100,60195,50,481772.400
22/06/2021,11,TN0003200755,ICF,70.000,72.000,69.850,72.000,79,6,5540.080
22/06/2021,11,TN0003600350,ATB,2.860,2.700,2.690,2.700,8098,12,21783.690
22/06/2021,11,TN0003900107,UIB,17.140,16.540,16.540,16.710,521,6,8651.340
22/06/2021,11,TN0004000055,SIMPAR,33.000,35.500,0.000,0.000,0,0,0.000
22/06/2021,11,TN0004200853,CIL,16.140,17.890,0.000,0.000,0,0,0.000
22/06/2021,11,TN0004700100,ATL,1.590,1.570,1.550,1.570,271,4,420.070
22/06/2021,11,TN0006530018,SOTETEL,4.880,4.300,4.200,4.370,3609,57,15521.990
22/06/2021,11,TN0006560015,SOTUVER,6.980,6.520,6.520,6.690,1453,13,9583.050
22/06/2021,11,TN0006580013,SOTUMAG,3.180,3.170,0.000,0.000,0,0,0.000
22/06/2021,11,TN0006590012,SIAME,4.090,4.250,4.150,4.250,606,9,2515.500
22/06/2021,11,TN0006650014,ELECTROSTAR,1.190,1.090,1.030,1.090,5182,4,5390.900
22/06/2021,11,TN0006660013,SOTRAPIL,11.800,12.840,12.800,12.840,1365,14,17495.960
22/06/2021,11,TN0006780019,SOMOCER,1.000,0.890,0.880,0.900,16588,35,14629.390
22/06/2021,11,TN0007130016,GIF-FILTER,1.370,0.570,0.570,0.580,4380,20,2501.820
22/06/2021,11,TN0007140015,ASSAD,4.440,4.020,3.970,4.020,1563,17,6244.820
22/06/2021,11,TN0007210016,ESSOUKNA,2.860,2.640,0.000,0.000,0,0,0.000
22/06/2021,11,TN0007250012,ADWYA,4.470,5.170,5.150,5.200,6157,6,31750.770
22/06/2021,11,TN0007270010,TPR,4.150,4.450,4.370,4.450,535,3,2338.030
22/06/2021,11,TN0007290018,SOPAT,1.300,1.440,1.400,1.440,150,2,212.000
22/06/2021,11,TN0007300015,ARTES,4.100,5.150,5.130,5.210,1820,12,9357.320
22/06/2021,11,TN0007340011,SERVICOM,2.010,2.080,2.050,2.100,28707,117,59741.670
22/06/2021,11,TN0007570013,EURO-CYCLES,25.600,29.660,29.500,29.680,3621,27,106882.430
22/06/2021,11,TN0007590011,CELLCOM,4.970,4.780,4.640,4.780,15,2,71.140
22/06/2021,11,TN0007610017,SAH,12.300,12.450,12.400,12.500,16361,30,203193.960
22/06/2021,11,TN0007620016,MPBS,3.840,3.220,3.150,3.220,999,5,3150.140
22/06/2021,11,TN0007630015,SOTIPAPIER,4.600,5.220,5.170,5.220,16340,42,84819.630
22/06/2021,11,TN0007640014,CEREALIS,9.200,8.530,8.290,8.530,650,4,5508.500
22/06/2021,11,TN0007690019,UADH,2.770,0.540,0.540,0.560,183239,118,99018.540
22/06/2021,11,TN0007720014,UNIMED,9.750,7.400,7.400,7.500,1416,15,10578.830
22/06/2021,12,TN0002400505,UBCI,20.120,21.910,0.000,0.000,0,0,0.000
22/06/2021,12,TN0003000452,ASTREE,59.500,60.770,0.000,0.000,0,0,0.000
22/06/2021,12,TN0003800703,ALKIMIA,47.800,42.290,0.000,0.000,0,0,0.000
22/06/2021,12,TN0004100202,TUNINVEST-SICAR,14.300,12.000,0.000,0.000,0,0,0.000
22/06/2021,12,TN0006060016,STAR,122.980,119.900,119.900,119.900,65,2,7793.500
22/06/2021,12,TN0006670012,SIPHAT,3.840,3.950,0.000,0.000,0,0,0.000
22/06/2021,12,TN0007180011,SITS,2.360,2.230,0.000,0.000,0,0,0.000
22/06/2021,12,TN0007500010,AETECH,0.610,0.400,0.000,0.000,0,0,0.000
22/06/2021,12,TN0007600018,SOTEMAIL,3.540,3.330,0.000,0.000,0,0,0.000
22/06/2021,12,TN0007700016,OFFICEPLAST,2.100,1.890,1.890,1.890,163,1,308.070
22/06/2021,12,TN0007730013,SANIMED,1.910,1.980,1.980,1.980,3000,3,5940.000
22/06/2021,13,TN0004300307,SITEX,5.960,6.120,0.000,0.000,0,0,0.000
22/06/2021,21,TN0001300698,"BTEB0127T+3,25P7-2",100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0001600485,TJARISA0522T+1.9P5,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0001600493,TJARISB05247.5P7-2,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0001901057,BHSB0425T+2.1%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0001901107,BHSB0324T+2.3%INF5,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0002601003,STB0528T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0002601177,STBSC1126T+2.8P7-2,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0003100781,BNASB825T+2.25P7-2,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0003400447,ABSUB0922T+1.3%P10,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0003400504,ABSB02227.45%AP7-2,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0003600483,ATB0523T+1.25%AP16,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0003600491,ATB0527T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0003600509,ATB0532T+2.0%AP25,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0003600640,ATBSA325T+2.05P7-2,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0003600657,ATBSB0328T+2.1AP10,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0004620191,BTKSB12217.45%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0004700696,ATLB0322T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0004700738,ATLB0323T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
22/06/2021,21,TN0006610513,TJLSB0623T+2.3%AP5,102.000,102.000,0.000,0.000,0,0,0.000
